3
2
35
13
46
11
224
79
124
34
1
2
4
170
108
109
124
267
138
311
7
13
0
0
0
0
0
0
0
32
24
11
35
27
15
3
5
31
10
28
7
6
4
8
5
1
8
25
15
3
7
25
15
6
22
25
15
18
22
18
25
34
17
9
25
25
6
15
25
19
19
29
8
3
25
20
8
14
25
21
20
21
25
50
17
23
23
15
25
20
4
9
25
16
74
0
25
15
12
40
12
98
8
14
8
12
1
0
25
48
16
0
9
48
3
16
13
12
63
92
20
0
